Co-author IDs
57062645000
6604069881
57224767865
15924778900
6603536955
53984497000
55862150300
57204779310
57207470426
57212062515
16246088000
35234647000
53979981400
54409464800
55432866400
55512788100
55627327200
55673597300
55951661000
56060998600
56331067900
56385148800
57190402049
57215599158
57215609785
57215609995
57215611982
57218547898
57218629162
57732413200
58207442100
13104617000
16047047000
16305821100
16548876700
23098155200
24172264700
25641172300
26531707000
26641593200
35302344100
35461510800
35560042400
36100701200
36242946600
36573084900
36774239100
46561186900
51666005700
55094888100
55391497200
55446830100
55497492900
55548688800
55608726200
55943946300
56005952600
56006840900
56009919100
56043319100
56318690700
56414308900
56850317700
56870421600
56914703000
57168776800
57190282301
57190285887
57190860050
57191898716
57192379540
57193450344
57193891727
57193906628
57194237105
57196115970
57196938204
57198013546
57200203284
57201404518
57201665560
57202257466
57202545002
57204595856
57207910141
57207910614
57207913327
57207915564
57207916863
57208015814
57208017296
57208317961
57208345455
57208509221
57211243046
57211429317
57211783884
57216603447
57217330066
57220116088
57220954739
57220957752
57220959347
57220959619
57220960818
57220963348
57221807418
57224698244
57390877200
57419410400
57419936800
57536365200
57605167000
57695554900
57762964600
57797050500
57802389300
57802621400
57802733600
57823024700
57948468200
57990973500
58254618400
58277240600
58297884000
58594523700
58594625700
58681047000
58683431500
58714007600
58763396800
58858360800
58960156300
58960793300
58961203500
58961203600
6506113583
6506485480
6602111859
6701529233
6701686697
7003308935
7003641127
7005349140
7005559422
7005664290
7006119375
7006764090
7006950867
7102537544
7201466215
7201548302
7201595484
8593716400
